yr,sex,FirstForename,number,rank,position
1980,B,David,1988,1,1
1980,B,John,1478,2,2
1980,B,Andrew,1293,3,3
1980,B,James,1194,4,4
1980,B,Christopher,1071,5,5
1980,B,Paul,1045,6,6
1980,B,Steven,954,7,7
1980,B,Kevin,825,8,8
1980,B,Robert,813,9,    9=
1980,B,Scott,813,9,    9=
1980,B,Craig,805,11,11
1980,B,Michael,775,12,12
1980,B,Mark,738,13,13
1980,B,Stuart,700,14,14
1980,B,Stephen,693,15,15
1980,B,Alan,664,16,16
1980,B,William,601,17,17
1980,B,Gary,559,18,18
1980,B,Ross,545,19,19
1980,B,Colin,542,20,20
1980,B,Brian,479,21,21
1980,B,Barry,471,22,22
1980,B,Richard,464,23,23
1980,B,Martin,458,24,24
1980,B,Thomas,450,25,25
1980,B,Neil,425,26,26
1980,B,Peter,394,27,27
1980,B,Iain,374,28,28
1980,B,Graeme,368,29,29
1980,B,Ian,361,30,30
1980,B,Gordon,359,31,31
1980,B,Alexander,351,32,32
1980,B,Ryan,336,33,33
1980,B,Derek,335,34,34
1980,B,Kenneth,319,35,35
1980,B,Allan,286,36,36
1980,B,Jamie,279,37,37
1980,B,Graham,277,38,38
1980,B,Gavin,271,39,39
1980,B,Darren,270,40,40
1980,B,Stewart,231,41,41
1980,B,Gareth,222,42,42
1980,B,Jonathan,214,43,43
1980,B,Daniel,207,44,44
1980,B,Douglas,203,45,45
1980,B,Grant,199,46,46
1980,B,Lee,196,47,47
1980,B,George,189,48,48
1980,B,Joseph,176,49,49
1980,B,Simon,172,50,50
1980,B,Matthew,170,51,51
1980,B,Keith,166,52,52
1980,B,Anthony,163,53,53
1980,B,Fraser,159,54,54
1980,B,Garry,152,55,55
1980,B,Alistair,142,56,56
1980,B,Bryan,133,57,57
1980,B,Philip,128,58,58
1980,B,Adam,125,59,59
1980,B,Sean,124,60,60
1980,B,Duncan,119,61,61
1980,B,Edward,113,62,62
1980,B,Charles,109,63,63
1980,B,Ewan,108,64,64
1980,B,Russell,105,65,65
1980,B,Donald,104,66,66
1980,B,Patrick,103,67,67
1980,B,Alastair,101,68,   68=
1980,B,Euan,101,68,   68=
1980,B,Jason,99,70,   70=
1980,B,Nicholas,99,70,   70=
1980,B,Marc,96,72,72
1980,B,Raymond,95,73,73
1980,B,Malcolm,88,74,74
1980,B,Greig,87,75,75
1980,B,Alasdair,85,76,76
1980,B,Greg,80,77,   77=
1980,B,Liam,80,77,   77=
1980,B,Shaun,75,79,79
1980,B,Francis,69,80,80
1980,B,Ronald,65,81,81
1980,B,Benjamin,60,82,   82=
1980,B,Cameron,60,82,   82=
1980,B,Dean,60,82,   82=
1980,B,Niall,57,85,85
1980,B,Gerard,56,86,86
1980,B,Murray,54,87,   87=
1980,B,Robin,54,87,   87=
1980,B,Timothy,54,87,   87=
1980,B,Bruce,53,90,   90=
1980,B,Hugh,53,90,   90=
1980,B,Calum,52,92,92
1980,B,Kris,51,93,   93=
1980,B,Wayne,51,93,   93=
1980,B,Roderick,50,95,   95=
1980,B,Samuel,50,95,   95=
1980,B,Martyn,45,97,97
1980,B,Angus,43,98,   98=
1980,B,Gregor,43,98,   98=
1980,B,Jon,40,100,  100=
1980,B,Rory,40,100,  100=
1980,B,Callum,39,102,  102=
1980,B,Dale,39,102,  102=
1980,B,Lewis,39,102,  102=
1980,B,Antony,37,105,105
1980,B,Aaron,35,106,106
1980,B,Barrie,34,107,  107=
1980,B,Jordan,34,107,  107=
1980,B,Blair,33,109,  109=
1980,B,Mohammed,33,109,  109=
1980,B,Gerald,29,111,111
1980,B,Roy,28,112,112
1980,B,Justin,26,113,113
1980,B,Kieran,25,114,114
1980,B,Henry,24,115,  115=
1980,B,Owen,24,115,  115=
1980,B,Eric,23,117,117
1980,B,Brendan,22,118,  118=
1980,B,Norman,22,118,  118=
1980,B,Robbie,22,118,  118=
1980,B,Dominic,21,121,  121=
1980,B,Kristopher,21,121,  121=
1980,B,Alisdair,20,123,  123=
1980,B,Bernard,20,123,  123=
1980,B,Campbell,20,123,  123=
1980,B,Leslie,20,123,  123=
1980,B,Oliver,20,123,  123=
1980,B,Terry,20,123,  123=
1980,B,Frank,19,129,  129=
1980,B,Gregg,19,129,  129=
1980,B,Gregory,19,129,  129=
1980,B,Mohammad,19,129,  129=
1980,B,Adrian,18,133,  133=
1980,B,Billy,18,133,  133=
1980,B,Trevor,18,133,  133=
1980,B,Ben,17,136,  136=
1980,B,Phillip,17,136,  136=
1980,B,Terence,17,136,  136=
1980,B,Tony,17,136,  136=
1980,B,Drew,16,140,  140=
1980,B,Geoffrey,16,140,  140=
1980,B,Harry,16,140,  140=
1980,B,Luke,16,140,  140=
1980,B,Nathan,16,140,  140=
1980,B,Damien,15,145,  145=
1980,B,Dennis,15,145,  145=
1980,B,Dylan,15,145,  145=
1980,B,Ewen,15,145,  145=
1980,B,Kyle,15,145,  145=
1980,B,Alister,14,150,  150=
1980,B,Hamish,14,150,  150=
1980,B,Jeffrey,14,150,  150=
1980,B,Jonathon,14,150,  150=
1980,B,Neal,14,150,  150=
1980,B,Sandy,14,150,  150=
1980,B,Arthur,13,156,  156=
1980,B,Evan,13,156,  156=
1980,B,Frazer,13,156,  156=
1980,B,Jody,13,156,  156=
1980,B,Karl,13,156,  156=
1980,B,Kristofer,13,156,  156=
1980,B,Leon,13,156,  156=
1980,B,Marcus,13,156,  156=
1980,B,Tom,13,156,  156=
1980,B,Christian,12,165,  165=
1980,B,Glen,12,165,  165=
1980,B,Jack,12,165,  165=
1980,B,Leigh,12,165,  165=
1980,B,Mathew,12,165,  165=
1980,B,Asif,11,170,  170=
1980,B,Carl,11,170,  170=
1980,B,Damian,11,170,  170=
1980,B,Denis,11,170,  170=
1980,B,Frederick,11,170,  170=
1980,B,Guy,11,170,  170=
1980,B,Kirk,11,170,  170=
1980,B,Lawrence,11,170,  170=
1980,B,Lindsay,11,170,  170=
1980,B,Stefan,11,170,  170=
1980,B,Aidan,10,180,  180=
1980,B,Allen,10,180,  180=
1980,B,Darran,10,180,  180=
1980,B,Kerr,10,180,  180=
1980,B,Kristoffer,10,180,  180=
1980,B,Laurence,10,180,  180=
1980,B,Vincent,10,180,  180=
1980,B,Wesley,10,180,  180=
1980,B,Alun,9,188,  188=
1980,B,Bobby,9,188,  188=
1980,B,Bradley,9,188,  188=
1980,B,Derrick,9,188,  188=
1980,B,Desmond,9,188,  188=
1980,B,Fergus,9,188,  188=
1980,B,Imran,9,188,  188=
1980,B,Innes,9,188,  188=
1980,B,Jay,9,188,  188=
1980,B,Kevan,9,188,  188=
1980,B,Lachlan,9,188,  188=
1980,B,Neill,9,188,  188=
1980,B,Nigel,9,188,  188=
1980,B,Roger,9,188,  188=
1980,B,Ruairidh,9,188,  188=
1980,B,Abdul,8,203,  203=
1980,B,Antonio,8,203,  203=
1980,B,Ashley,8,203,  203=
1980,B,Daryl,8,203,  203=
1980,B,Finlay,8,203,  203=
1980,B,Johnathan,8,203,  203=
1980,B,Magnus,8,203,  203=
1980,B,Marco,8,203,  203=
1980,B,Maurice,8,203,  203=
1980,B,Nicolas,8,203,  203=
1980,B,Ricky,8,203,  203=
1980,B,Ritchie,8,203,  203=
1980,B,Tristan,8,203,  203=
1980,B,Archibald,7,216,  216=
1980,B,Austin,7,216,  216=
1980,B,Brett,7,216,  216=
1980,B,Giles,7,216,  216=
1980,B,Gillon,7,216,  216=
1980,B,Julian,7,216,  216=
1980,B,Kieron,7,216,  216=
1980,B,Lloyd,7,216,  216=
1980,B,Maxwell,7,216,  216=
1980,B,Muhammad,7,216,  216=
1980,B,Murdo,7,216,  216=
1980,B,Nicol,7,216,  216=
1980,B,Ralph,7,216,  216=
1980,B,Scot,7,216,  216=
1980,B,Shane,7,216,  216=
1980,B,Chun,6,231,  231=
1980,B,Clark,6,231,  231=
1980,B,Crawford,6,231,  231=
1980,B,Don,6,231,  231=
1980,B,Gillan,6,231,  231=
1980,B,Jeremy,6,231,  231=
1980,B,Jim,6,231,  231=
1980,B,Jodie,6,231,  231=
1980,B,Kristofor,6,231,  231=
1980,B,Laurie,6,231,  231=
1980,B,Ramsay,6,231,  231=
1980,B,Ray,6,231,  231=
1980,B,Rhys,6,231,  231=
1980,B,Rikki,6,231,  231=
1980,B,Ronan,6,231,  231=
1980,B,Stanley,6,231,  231=
1980,B,Steve,6,231,  231=
1980,B,Tommy,6,231,  231=
1980,B,Albert,5,249,  249=
1980,B,Alex,5,249,  249=
1980,B,Benedict,5,249,  249=
1980,B,Clifford,5,249,  249=
1980,B,Danny,5,249,  249=
1980,B,Eamonn,5,249,  249=
1980,B,Elliot,5,249,  249=
1980,B,Erik,5,249,  249=
1980,B,Garrie,5,249,  249=
1980,B,Glenn,5,249,  249=
1980,B,Glyn,5,249,  249=
1980,B,Joe,5,249,  249=
1980,B,Joshua,5,249,  249=
1980,B,Lawrie,5,249,  249=
1980,B,Leonard,5,249,  249=
1980,B,Louis,5,249,  249=
1980,B,Moray,5,249,  249=
1980,B,Morgan,5,249,  249=
1980,B,Omar,5,249,  249=
1980,B,Roddy,5,249,  249=
1980,B,Ronnie,5,249,  249=
1980,B,Ruaridh,5,249,  249=
1980,B,Russel,5,249,  249=
1980,B,Sam,5,249,  249=
1980,B,Stefano,5,249,  249=
1980,B,Warren,5,249,  249=
1980,B,Adnan,4,275,  275=
1980,B,Amit,4,275,  275=
1980,B,Bruno,4,275,  275=
1980,B,Bryce,4,275,  275=
1980,B,Chris,4,275,  275=
1980,B,Clive,4,275,  275=
1980,B,Darrell,4,275,  275=
1980,B,Darron,4,275,  275=
1980,B,Darryn,4,275,  275=
1980,B,Edwin,4,275,  275=
1980,B,Eion,4,275,  275=
1980,B,Findlay,4,275,  275=
1980,B,Garreth,4,275,  275=
1980,B,Hector,4,275,  275=
1980,B,Hugo,4,275,  275=
1980,B,Isaac,4,275,  275=
1980,B,Joel,4,275,  275=
1980,B,Manus,4,275,  275=
1980,B,Marshall,4,275,  275=
1980,B,Myles,4,275,  275=
1980,B,Nairn,4,275,  275=
1980,B,Nicky,4,275,  275=
1980,B,Nikki,4,275,  275=
1980,B,Ranald,4,275,  275=
1980,B,Reginald,4,275,  275=
1980,B,Roland,4,275,  275=
1980,B,Rudi,4,275,  275=
1980,B,Shahid,4,275,  275=
1980,B,Wai,4,275,  275=
1980,B,Walter,4,275,  275=
1980,B,Ahmad,3,305,  305=
1980,B,Alec,3,305,  305=
1980,B,Alfred,3,305,  305=
1980,B,Allister,3,305,  305=
1980,B,Arron,3,305,  305=
1980,B,Asa,3,305,  305=
1980,B,Asim,3,305,  305=
1980,B,Austen,3,305,  305=
1980,B,Barclay,3,305,  305=
1980,B,Barnaby,3,305,  305=
1980,B,Brent,3,305,  305=
1980,B,Carlo,3,305,  305=
1980,B,Clarke,3,305,  305=
1980,B,Dante,3,305,  305=
1980,B,Dario,3,305,  305=
1980,B,Darrel,3,305,  305=
1980,B,Darrin,3,305,  305=
1980,B,Darroch,3,305,  305=
1980,B,Darryl,3,305,  305=
1980,B,Derick,3,305,  305=
1980,B,Dougal,3,305,  305=
1980,B,Duane,3,305,  305=
1980,B,Gerrard,3,305,  305=
1980,B,Gilbert,3,305,  305=
1980,B,Giovanni,3,305,  305=
1980,B,Grahame,3,305,  305=
1980,B,Howard,3,305,  305=
1980,B,Irfan,3,305,  305=
1980,B,Ivan,3,305,  305=
1980,B,Ivor,3,305,  305=
1980,B,Jacob,3,305,  305=
1980,B,Jaimie,3,305,  305=
1980,B,Jake,3,305,  305=
1980,B,Jed,3,305,  305=
1980,B,Jerome,3,305,  305=
1980,B,Kamran,3,305,  305=
1980,B,Keir,3,305,  305=
1980,B,Kristian,3,305,  305=
1980,B,Leighton,3,305,  305=
1980,B,Lorne,3,305,  305=
1980,B,Marcos,3,305,  305=
1980,B,Mario,3,305,  305=
1980,B,Miles,3,305,  305=
1980,B,Mitchell,3,305,  305=
1980,B,Mohamed,3,305,  305=
1980,B,Muhammed,3,305,  305=
1980,B,Nadeem,3,305,  305=
1980,B,Naeem,3,305,  305=
1980,B,Nathaniel,3,305,  305=
1980,B,Noel,3,305,  305=
1980,B,Reza,3,305,  305=
1980,B,Riccardo,3,305,  305=
1980,B,Rodney,3,305,  305=
1980,B,Rolf,3,305,  305=
1980,B,Sandeep,3,305,  305=
1980,B,Sinclair,3,305,  305=
1980,B,Struan,3,305,  305=
1980,B,Toby,3,305,  305=
1980,B,Victor,3,305,  305=
1980,B,Waseem,3,305,  305=
1980,B,Wilson,3,305,  305=
1980,B,Zahid,3,305,  305=
1980,B,Adeel,2,367,  367=
1980,B,Adetokunbo,2,367,  367=
1980,B,Adriano,2,367,  367=
1980,B,Adrien,2,367,  367=
1980,B,Ahmed,2,367,  367=
1980,B,Aldo,2,367,  367=
1980,B,Alyn,2,367,  367=
1980,B,Amir,2,367,  367=
1980,B,Amish,2,367,  367=
1980,B,Amran,2,367,  367=
1980,B,Anders,2,367,  367=
1980,B,Anton,2,367,  367=
1980,B,Archie,2,367,  367=
1980,B,Aron,2,367,  367=
1980,B,Ashfaq,2,367,  367=
1980,B,Ashiq,2,367,  367=
1980,B,Athol,2,367,  367=
1980,B,Atif,2,367,  367=
1980,B,Azim,2,367,  367=
1980,B,Barry-John,2,367,  367=
1980,B,Bilal,2,367,  367=
1980,B,Blake,2,367,  367=
1980,B,Boyd,2,367,  367=
1980,B,Brain,2,367,  367=
1980,B,Brendon,2,367,  367=
1980,B,Brydon,2,367,  367=
1980,B,Carlos,2,367,  367=
1980,B,Chi,2,367,  367=
1980,B,Ciaran,2,367,  367=
1980,B,Clinton,2,367,  367=
1980,B,Colum,2,367,  367=
1980,B,Connor,2,367,  367=
1980,B,Conor,2,367,  367=
1980,B,Conrad,2,367,  367=
1980,B,Corin,2,367,  367=
1980,B,Damon,2,367,  367=
1980,B,Daren,2,367,  367=
1980,B,Daryn,2,367,  367=
1980,B,Dereck,2,367,  367=
1980,B,Derryck,2,367,  367=
1980,B,Dirk,2,367,  367=
1980,B,Domnick,2,367,  367=
1980,B,Donal,2,367,  367=
1980,B,Donnie,2,367,  367=
1980,B,Dugald,2,367,  367=
1980,B,Dwayne,2,367,  367=
1980,B,Edmund,2,367,  367=
1980,B,Elliott,2,367,  367=
1980,B,Enrico,2,367,  367=
1980,B,Eoin,2,367,  367=
1980,B,Ernest,2,367,  367=
1980,B,Farouk,2,367,  367=
1980,B,Finn,2,367,  367=
1980,B,Fionn,2,367,  367=
1980,B,Forbes,2,367,  367=
1980,B,Freddie,2,367,  367=
1980,B,Gabriel,2,367,  367=
1980,B,Garth,2,367,  367=
1980,B,Geoff,2,367,  367=
1980,B,Geraint,2,367,  367=
1980,B,Gerry,2,367,  367=
1980,B,Giancarlo,2,367,  367=
1980,B,Gurpreet,2,367,  367=
1980,B,Hans,2,367,  367=
1980,B,Haroon,2,367,  367=
1980,B,Hayden,2,367,  367=
1980,B,Hunter,2,367,  367=
1980,B,Idris,2,367,  367=
1980,B,Irvine,2,367,  367=
1980,B,Jackie,2,367,  367=
1980,B,Jacques,2,367,  367=
1980,B,Jaime,2,367,  367=
1980,B,Jalal,2,367,  367=
1980,B,Jan,2,367,  367=
1980,B,Jarvis,2,367,  367=
1980,B,Jaspal,2,367,  367=
1980,B,Jayson,2,367,  367=
1980,B,Jeff,2,367,  367=
1980,B,Jimmy,2,367,  367=
1980,B,Johannes,2,367,  367=
1980,B,John-Paul,2,367,  367=
1980,B,Johnathon,2,367,  367=
1980,B,Johnny,2,367,  367=
1980,B,Jonathen,2,367,  367=
1980,B,Jorden,2,367,  367=
1980,B,Jose,2,367,  367=
1980,B,Kai,2,367,  367=
1980,B,Kais,2,367,  367=
1980,B,Kieren,2,367,  367=
1980,B,Kim,2,367,  367=
1980,B,Kuljit,2,367,  367=
1980,B,Kurtis,2,367,  367=
1980,B,Kwok,2,367,  367=
1980,B,Lennox,2,367,  367=
1980,B,Leo,2,367,  367=
1980,B,Lorenzo,2,367,  367=
1980,B,Luis,2,367,  367=
1980,B,Lyall,2,367,  367=
1980,B,Lyle,2,367,  367=
1980,B,Mansoor,2,367,  367=
1980,B,Mathieu,2,367,  367=
1980,B,Mervyn,2,367,  367=
1980,B,Morris,2,367,  367=
1980,B,Muir,2,367,  367=
1980,B,Neale,2,367,  367=
1980,B,Nial,2,367,  367=
1980,B,Niki,2,367,  367=
1980,B,Nikolas,2,367,  367=
1980,B,Nikolaus,2,367,  367=
1980,B,Oran,2,367,  367=
1980,B,Osama,2,367,  367=
1980,B,Paolo,2,367,  367=
1980,B,Pietro,2,367,  367=
1980,B,Presley,2,367,  367=
1980,B,Rajiv,2,367,  367=
1980,B,Ranjit,2,367,  367=
1980,B,Ravinder,2,367,  367=
1980,B,Richie,2,367,  367=
1980,B,Rizwan,2,367,  367=
1980,B,Rob,2,367,  367=
1980,B,Robb,2,367,  367=
1980,B,Roberto,2,367,  367=
1980,B,Roddie,2,367,  367=
1980,B,Rodger,2,367,  367=
1980,B,Rorie,2,367,  367=
1980,B,Ruaraidh,2,367,  367=
1980,B,Ruari,2,367,  367=
1980,B,Saleem,2,367,  367=
1980,B,Samer,2,367,  367=
1980,B,Sami,2,367,  367=
1980,B,Saqib,2,367,  367=
1980,B,Sebastien,2,367,  367=
1980,B,Shawn,2,367,  367=
1980,B,Sherif,2,367,  367=
1980,B,Siu,2,367,  367=
1980,B,Stephane,2,367,  367=
1980,B,Stevan,2,367,  367=
1980,B,Syed,2,367,  367=
1980,B,Taha,2,367,  367=
1980,B,Tim,2,367,  367=
1980,B,Travis,2,367,  367=
1980,B,Wallace,2,367,  367=
1980,B,Wasim,2,367,  367=
1980,B,Wing,2,367,  367=
1980,B,Youssef,2,367,  367=
1980,B,Zander,2,367,  367=
1980,B,Ab,1,513,  513=
1980,B,Abbed,1,513,  513=
1980,B,Abd,1,513,  513=
1980,B,Abdel,1,513,  513=
1980,B,Abed,1,513,  513=
1980,B,Abhishek,1,513,  513=
1980,B,Abid,1,513,  513=
1980,B,Abimbola,1,513,  513=
1980,B,Abraham,1,513,  513=
1980,B,Abrar,1,513,  513=
1980,B,Abul,1,513,  513=
1980,B,Addel,1,513,  513=
1980,B,Addrie,1,513,  513=
1980,B,Adebajo,1,513,  513=
1980,B,Adenrele,1,513,  513=
1980,B,Adetayo,1,513,  513=
1980,B,Adewale,1,513,  513=
1980,B,Adil,1,513,  513=
1980,B,Adin,1,513,  513=
1980,B,Afartei,1,513,  513=
1980,B,Afran,1,513,  513=
1980,B,Aftab,1,513,  513=
1980,B,Ahlun,1,513,  513=
1980,B,Ahmmad,1,513,  513=
1980,B,Aiden,1,513,  513=
1980,B,Ailean,1,513,  513=
1980,B,Ajit,1,513,  513=
1980,B,Ajmel,1,513,  513=
1980,B,Akbar,1,513,  513=
1980,B,Akeel,1,513,  513=
1980,B,Akingbade,1,513,  513=
1980,B,Akira,1,513,  513=
1980,B,Al-Fatih,1,513,  513=
1980,B,Alain,1,513,  513=
1980,B,Alaoma,1,513,  513=
1980,B,Alastiar,1,513,  513=
1980,B,Alberto,1,513,  513=
1980,B,Alejandro,1,513,  513=
1980,B,Alessandro,1,513,  513=
1980,B,Alexis,1,513,  513=
1980,B,Alfie,1,513,  513=
1980,B,Alfredo,1,513,  513=
1980,B,Ali,1,513,  513=
1980,B,Allesandro,1,513,  513=
1980,B,Allistair,1,513,  513=
1980,B,Ally,1,513,  513=
1980,B,Allyson,1,513,  513=
1980,B,Amanpreet,1,513,  513=
1980,B,Ambrose,1,513,  513=
1980,B,Amer,1,513,  513=
1980,B,Amitava,1,513,  513=
1980,B,Amjad,1,513,  513=
1980,B,Amjed,1,513,  513=
1980,B,Ammar,1,513,  513=
1980,B,Amreek,1,513,  513=
1980,B,Amro,1,513,  513=
1980,B,Anan,1,513,  513=
1980,B,Andronikos,1,513,  513=
1980,B,Andrw,1,513,  513=
1980,B,Andy,1,513,  513=
1980,B,Angelo,1,513,  513=
1980,B,Aniello,1,513,  513=
1980,B,Anil,1,513,  513=
1980,B,Ankur,1,513,  513=
1980,B,Anne,1,513,  513=
1980,B,Antoine,1,513,  513=
1980,B,Antoni,1,513,  513=
1980,B,Antonino,1,513,  513=
1980,B,Aonghas,1,513,  513=
1980,B,Aqeel,1,513,  513=
1980,B,Arcangelo,1,513,  513=
1980,B,Arfan,1,513,  513=
1980,B,Arif,1,513,  513=
1980,B,Armit,1,513,  513=
1980,B,Arran,1,513,  513=
1980,B,Arun,1,513,  513=
1980,B,Asaad,1,513,  513=
1980,B,Asem,1,513,  513=
1980,B,Ashleigh,1,513,  513=
1980,B,Ashok,1,513,  513=
1980,B,Assad,1,513,  513=
1980,B,Ater,1,513,  513=
1980,B,Atholl,1,513,  513=
1980,B,Aya,1,513,  513=
1980,B,Aygut,1,513,  513=
1980,B,Ayus,1,513,  513=
1980,B,Azam,1,513,  513=
1980,B,Azhar,1,513,  513=
1980,B,Azhur,1,513,  513=
1980,B,Badar,1,513,  513=
1980,B,Badr,1,513,  513=
1980,B,Bahr,1,513,  513=
1980,B,Barri,1,513,  513=
1980,B,Bartek,1,513,  513=
1980,B,Basam,1,513,  513=
1980,B,Bawan,1,513,  513=
1980,B,Behzad,1,513,  513=
1980,B,Benhamin,1,513,  513=
1980,B,Benito,1,513,  513=
1980,B,Benn,1,513,  513=
1980,B,Bert,1,513,  513=
1980,B,Besim,1,513,  513=
1980,B,Bhaskar,1,513,  513=
1980,B,Bhaveshkumar,1,513,  513=
1980,B,Bjorn,1,513,  513=
1980,B,Boaz,1,513,  513=
1980,B,Bobbie,1,513,  513=
1980,B,Bradlay,1,513,  513=
1980,B,Brady,1,513,  513=
1980,B,Brandon,1,513,  513=
1980,B,Brodie,1,513,  513=
1980,B,Buhtar,1,513,  513=
1980,B,Cailean,1,513,  513=
1980,B,Caleb,1,513,  513=
1980,B,Calvin,1,513,  513=
1980,B,Carey,1,513,  513=
1980,B,Carlie,1,513,  513=
1980,B,Chanodom,1,513,  513=
1980,B,Charandhur,1,513,  513=
1980,B,Che,1,513,  513=
1980,B,Chico,1,513,  513=
1980,B,Chou,1,513,  513=
1980,B,Chukwuemeka,1,513,  513=
1980,B,Clay,1,513,  513=
1980,B,Cliff,1,513,  513=
1980,B,Clynton,1,513,  513=
1980,B,Colby,1,513,  513=
1980,B,Coll,1,513,  513=
1980,B,Colvin,1,513,  513=
1980,B,Conal,1,513,  513=
1980,B,Conan,1,513,  513=
1980,B,Conn,1,513,  513=
1980,B,Connell,1,513,  513=
1980,B,Cormac,1,513,  513=
1980,B,Craigen,1,513,  513=
1980,B,Craigwood,1,513,  513=
1980,B,Crispin,1,513,  513=
1980,B,Cuong,1,513,  513=
1980,B,Curtis,1,513,  513=
1980,B,Cy,1,513,  513=
1980,B,Cyril,1,513,  513=
1980,B,Cyrus,1,513,  513=
1980,B,Daffyd,1,513,  513=
1980,B,Dail,1,513,  513=
1980,B,Dakarai,1,513,  513=
1980,B,Daley,1,513,  513=
1980,B,Dane,1,513,  513=
1980,B,Danial,1,513,  513=
1980,B,Danuel,1,513,  513=
1980,B,Danyel,1,513,  513=
1980,B,Daran,1,513,  513=
1980,B,Darek,1,513,  513=
1980,B,Darren-Steven,1,513,  513=
1980,B,Dary,1,513,  513=
1980,B,Daryll,1,513,  513=
1980,B,Davide,1,513,  513=
1980,B,Davie,1,513,  513=
1980,B,Davy,1,513,  513=
1980,B,Dayalan,1,513,  513=
1980,B,Dayle,1,513,  513=
1980,B,Dayll,1,513,  513=
1980,B,Deepak,1,513,  513=
1980,B,Dell,1,513,  513=
1980,B,Denham,1,513,  513=
1980,B,Denholm,1,513,  513=
1980,B,Depak,1,513,  513=
1980,B,Deryck,1,513,  513=
1980,B,Dillon,1,513,  513=
1980,B,Dino,1,513,  513=
1980,B,Dinyar,1,513,  513=
1980,B,Domenico,1,513,  513=
1980,B,Domhnall,1,513,  513=
1980,B,Donna,1,513,  513=
1980,B,Donny,1,513,  513=
1980,B,Donovan,1,513,  513=
1980,B,Drummond,1,513,  513=
1980,B,Dulbeer,1,513,  513=
1980,B,Dwane,1,513,  513=
1980,B,Dyon,1,513,  513=
1980,B,Eain,1,513,  513=
1980,B,Eamon,1,513,  513=
1980,B,Earn,1,513,  513=
1980,B,Ebadool,1,513,  513=
1980,B,Eden,1,513,  513=
1980,B,Ejikeme,1,513,  513=
1980,B,El,1,513,  513=
1980,B,Elian,1,513,  513=
1980,B,Emanuele,1,513,  513=
1980,B,Emile,1,513,  513=
1980,B,Emilio,1,513,  513=
1980,B,Emma,1,513,  513=
1980,B,Emyl,1,513,  513=
1980,B,Eoghan,1,513,  513=
1980,B,Erich,1,513,  513=
1980,B,Erlend,1,513,  513=
1980,B,Ettuveetil,1,513,  513=
1980,B,Ewan-Geoffrey,1,513,  513=
1980,B,Ezra,1,513,  513=
1980,B,Fahmi,1,513,  513=
1980,B,Faisal,1,513,  513=
1980,B,Famonn,1,513,  513=
1980,B,Farhad,1,513,  513=
1980,B,Farhan,1,513,  513=
1980,B,Farquhar,1,513,  513=
1980,B,Farrukh,1,513,  513=
1980,B,Federico,1,513,  513=
1980,B,Fehed,1,513,  513=
1980,B,Felix,1,513,  513=
1980,B,Feras,1,513,  513=
1980,B,Fernando,1,513,  513=
1980,B,Fida,1,513,  513=
1980,B,Fintan,1,513,  513=
1980,B,Fleming,1,513,  513=
1980,B,Francesco,1,513,  513=
1980,B,Franco,1,513,  513=
1980,B,Frankie,1,513,  513=
1980,B,Fred,1,513,  513=
1980,B,Fridleifur,1,513,  513=
1980,B,Fu,1,513,  513=
1980,B,Fulton,1,513,  513=
1980,B,Ga,1,513,  513=
1980,B,Gar,1,513,  513=
1980,B,Garin,1,513,  513=
1980,B,Garrath,1,513,  513=
1980,B,Garrett,1,513,  513=
1980,B,Garvin,1,513,  513=
1980,B,Garwing,1,513,  513=
1980,B,Gedeon,1,513,  513=
1980,B,Georgie,1,513,  513=
1980,B,Gerardo,1,513,  513=
1980,B,Gethin,1,513,  513=
1980,B,Gianpaolo,1,513,  513=
1980,B,Gianremo,1,513,  513=
1980,B,Gillian,1,513,  513=
1980,B,Gillin,1,513,  513=
1980,B,Gino,1,513,  513=
1980,B,Giorgio,1,513,  513=
1980,B,Giulio,1,513,  513=
1980,B,Giuseppe,1,513,  513=
1980,B,Godwill,1,513,  513=
1980,B,Goy,1,513,  513=
1980,B,Grame,1,513,  513=
1980,B,Granger,1,513,  513=
1980,B,Grieg,1,513,  513=
1980,B,Gudjon,1,513,  513=
1980,B,Guillaume,1,513,  513=
1980,B,Gulzar,1,513,  513=
1980,B,Gundeep,1,513,  513=
1980,B,Gurdit,1,513,  513=
1980,B,Gurhemat,1,513,  513=
1980,B,Gurmack,1,513,  513=
1980,B,Gurminder,1,513,  513=
1980,B,Gurmukh,1,513,  513=
1980,B,Gus,1,513,  513=
1980,B,Gusham,1,513,  513=
1980,B,Gylan,1,513,  513=
1980,B,Haddii,1,513,  513=
1980,B,Hadyn,1,513,  513=
1980,B,Haithem,1,513,  513=
1980,B,Hal,1,513,  513=
1980,B,Hamilton,1,513,  513=
1980,B,Hani,1,513,  513=
1980,B,Hanny,1,513,  513=
1980,B,Haralambos,1,513,  513=
1980,B,Hardave,1,513,  513=
1980,B,Harkesh,1,513,  513=
1980,B,Harmandeep,1,513,  513=
1980,B,Harmeet,1,513,  513=
1980,B,Harminder,1,513,  513=
1980,B,Harold,1,513,  513=
1980,B,Haroun,1,513,  513=
1980,B,Harsh,1,513,  513=
1980,B,Harveer,1,513,  513=
1980,B,Hassan,1,513,  513=
1980,B,Hayward,1,513,  513=
1980,B,Hervinder,1,513,  513=
1980,B,Hirash,1,513,  513=
1980,B,Hiu,1,513,  513=
1980,B,Ho,1,513,  513=
1980,B,Hoa,1,513,  513=
